train_loss,step,epoch,val_qa_em,val_loss,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,test_loss,test_avg_qa_answer_f1,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em
1.6649386882781982,9,0,,,,,,,,,,
0.9361440539360046,19,0,,,,,,,,,,
0.7470703721046448,29,0,,,,,,,,,,
0.4372788369655609,39,0,,,,,,,,,,
0.9598641395568848,49,0,,,,,,,,,,
0.7145299315452576,59,0,,,,,,,,,,
0.9546312689781189,69,0,,,,,,,,,,
0.895027220249176,79,0,,,,,,,,,,
0.7903327345848083,89,0,,,,,,,,,,
0.3834730386734009,99,0,,,,,,,,,,
0.662847638130188,109,0,,,,,,,,,,
0.5383250117301941,119,0,,,,,,,,,,
0.7255566120147705,129,0,,,,,,,,,,
0.47426432371139526,139,0,,,,,,,,,,
0.613450288772583,149,0,,,,,,,,,,
0.47754594683647156,159,0,,,,,,,,,,
0.17796087265014648,169,0,,,,,,,,,,
0.21466132998466492,179,0,,,,,,,,,,
,179,0,0.2933333218097687,0.7133111953735352,0.8402462601661682,0.4180200397968292,0.381046861410141,,,,,
0.7135956883430481,189,1,,,,,,,,,,
0.3695831298828125,199,1,,,,,,,,,,
0.7569700479507446,209,1,,,,,,,,,,
0.31034040451049805,219,1,,,,,,,,,,
1.0436190366744995,229,1,,,,,,,,,,
0.4677862226963043,239,1,,,,,,,,,,
0.552495539188385,249,1,,,,,,,,,,
0.5192568898200989,259,1,,,,,,,,,,
0.34555456042289734,269,1,,,,,,,,,,
0.29169830679893494,279,1,,,,,,,,,,
0.3600173592567444,289,1,,,,,,,,,,
0.31984907388687134,299,1,,,,,,,,,,
0.5149310231208801,309,1,,,,,,,,,,
0.3637961149215698,319,1,,,,,,,,,,
0.8004395365715027,329,1,,,,,,,,,,
0.5916042327880859,339,1,,,,,,,,,,
0.5472018122673035,349,1,,,,,,,,,,
0.2681790292263031,359,1,,,,,,,,,,
,359,1,0.3413333296775818,0.6481285691261292,0.8420621156692505,0.45372694730758667,0.42236584424972534,,,,,
0.9547877907752991,369,2,,,,,,,,,,
0.27990469336509705,379,2,,,,,,,,,,
0.5389824509620667,389,2,,,,,,,,,,
0.4814952313899994,399,2,,,,,,,,,,
0.3929342031478882,409,2,,,,,,,,,,
0.3154774308204651,419,2,,,,,,,,,,
0.12435204535722733,429,2,,,,,,,,,,
0.9076167941093445,439,2,,,,,,,,,,
0.2238871455192566,449,2,,,,,,,,,,
0.44509389996528625,459,2,,,,,,,,,,
0.3177560269832611,469,2,,,,,,,,,,
0.29716771841049194,479,2,,,,,,,,,,
0.8079418540000916,489,2,,,,,,,,,,
0.6328564286231995,499,2,,,,,,,,,,
0.5779737234115601,509,2,,,,,,,,,,
0.5697751045227051,519,2,,,,,,,,,,
0.7445799112319946,529,2,,,,,,,,,,
0.6005505323410034,539,2,,,,,,,,,,
,539,2,0.35733333230018616,0.6286277174949646,0.8491646647453308,0.46185818314552307,0.4358569383621216,,,,,
0.11635245382785797,549,3,,,,,,,,,,
0.7189354300498962,559,3,,,,,,,,,,
0.21551816165447235,569,3,,,,,,,,,,
0.29736319184303284,579,3,,,,,,,,,,
0.31655147671699524,589,3,,,,,,,,,,
0.5411407351493835,599,3,,,,,,,,,,
0.6714266538619995,609,3,,,,,,,,,,
0.21312861144542694,619,3,,,,,,,,,,
0.09463349729776382,629,3,,,,,,,,,,
0.14289268851280212,639,3,,,,,,,,,,
0.15118245780467987,649,3,,,,,,,,,,
0.5619871020317078,659,3,,,,,,,,,,
0.4169524610042572,669,3,,,,,,,,,,
0.43661901354789734,679,3,,,,,,,,,,
0.3673578202724457,689,3,,,,,,,,,,
0.4488965570926666,699,3,,,,,,,,,,
0.2812327444553375,709,3,,,,,,,,,,
0.565943717956543,719,3,,,,,,,,,,
,719,3,0.3973333239555359,0.6159999370574951,0.8657934069633484,0.49803608655929565,0.47178059816360474,,,,,
0.31850284337997437,729,4,,,,,,,,,,
0.4417440593242645,739,4,,,,,,,,,,
0.5564118027687073,749,4,,,,,,,,,,
0.6958059072494507,759,4,,,,,,,,,,
0.4468323886394501,769,4,,,,,,,,,,
0.8103087544441223,779,4,,,,,,,,,,
0.47183704376220703,789,4,,,,,,,,,,
0.4908844828605652,799,4,,,,,,,,,,
0.4621432423591614,809,4,,,,,,,,,,
0.32750287652015686,819,4,,,,,,,,,,
0.3319648206233978,829,4,,,,,,,,,,
0.4542120397090912,839,4,,,,,,,,,,
0.6396423578262329,849,4,,,,,,,,,,
0.5855197310447693,859,4,,,,,,,,,,
0.485525906085968,869,4,,,,,,,,,,
0.6926386952400208,879,4,,,,,,,,,,
0.14833158254623413,889,4,,,,,,,,,,
0.2973671853542328,899,4,,,,,,,,,,
,899,4,0.40799999237060547,0.6088921427726746,0.8705824017524719,0.5134375095367432,0.48672783374786377,,,,,
,900,5,,,,,,0.6088921427726746,0.48672783374786377,0.8705824017524719,0.5134375095367432,0.40799999237060547
