step,train_loss,epoch,val_qa_em,val_loss,val_qa_sas,val_qa_answer_f1,val_qa_bert_score,test_avg_qa_bert_score,test_loss,test_avg_qa_answer_f1,test_avg_qa_sas,test_avg_qa_em
9,0.4969768524169922,0,,,,,,,,,,
19,0.24015028774738312,0,,,,,,,,,,
29,0.15171471238136292,0,,,,,,,,,,
39,0.199203759431839,0,,,,,,,,,,
49,0.19213566184043884,0,,,,,,,,,,
59,0.1883939504623413,0,,,,,,,,,,
69,0.1971457153558731,0,,,,,,,,,,
79,0.1467193216085434,0,,,,,,,,,,
89,0.17152637243270874,0,,,,,,,,,,
99,0.1506018489599228,0,,,,,,,,,,
109,0.16394536197185516,0,,,,,,,,,,
119,0.12236277759075165,0,,,,,,,,,,
119,,0,0.3742331266403198,0.12504152953624725,0.5002758502960205,0.44319602847099304,0.873586118221283,,,,,
129,0.13766944408416748,1,,,,,,,,,,
139,0.20557259023189545,1,,,,,,,,,,
149,0.1271689385175705,1,,,,,,,,,,
159,0.09509075433015823,1,,,,,,,,,,
169,0.11422611773014069,1,,,,,,,,,,
179,0.1375671625137329,1,,,,,,,,,,
189,0.11980213969945908,1,,,,,,,,,,
199,0.408330500125885,1,,,,,,,,,,
209,0.12672729790210724,1,,,,,,,,,,
219,0.10906823724508286,1,,,,,,,,,,
229,0.2917284071445465,1,,,,,,,,,,
239,0.13953222334384918,1,,,,,,,,,,
239,,1,0.4519427418708801,0.11561232805252075,0.5559014678001404,0.5088405013084412,0.8877757787704468,,,,,
249,0.08195323497056961,2,,,,,,,,,,
259,0.08577375113964081,2,,,,,,,,,,
269,0.12221451103687286,2,,,,,,,,,,
279,0.08653929084539413,2,,,,,,,,,,
289,0.10303723067045212,2,,,,,,,,,,
299,0.10237625986337662,2,,,,,,,,,,
309,0.09824103116989136,2,,,,,,,,,,
319,0.11657004058361053,2,,,,,,,,,,
329,0.08288712054491043,2,,,,,,,,,,
339,0.10169141739606857,2,,,,,,,,,,
349,0.16371606290340424,2,,,,,,,,,,
359,0.09302955120801926,2,,,,,,,,,,
359,,2,0.44989773631095886,0.10802407562732697,0.5541775226593018,0.5037335753440857,0.8874495029449463,,,,,
369,0.13391347229480743,3,,,,,,,,,,
379,0.09488596022129059,3,,,,,,,,,,
389,0.07985732704401016,3,,,,,,,,,,
399,0.15971967577934265,3,,,,,,,,,,
409,0.14775510132312775,3,,,,,,,,,,
419,0.12687265872955322,3,,,,,,,,,,
429,0.08389171957969666,3,,,,,,,,,,
439,0.13158255815505981,3,,,,,,,,,,
449,0.21638981997966766,3,,,,,,,,,,
459,0.07592642307281494,3,,,,,,,,,,
469,0.07138300687074661,3,,,,,,,,,,
479,0.1048254668712616,3,,,,,,,,,,
479,,3,0.5010225176811218,0.10991466790437698,0.5917167663574219,0.5515186190605164,0.8981515765190125,,,,,
489,0.2885074317455292,4,,,,,,,,,,
499,0.06146373599767685,4,,,,,,,,,,
509,0.09482363611459732,4,,,,,,,,,,
519,0.1457337737083435,4,,,,,,,,,,
529,0.23968097567558289,4,,,,,,,,,,
539,0.14552706480026245,4,,,,,,,,,,
549,0.04709114506840706,4,,,,,,,,,,
559,0.07298876345157623,4,,,,,,,,,,
569,0.06101890280842781,4,,,,,,,,,,
579,0.06236225739121437,4,,,,,,,,,,
589,0.07741282135248184,4,,,,,,,,,,
599,0.06037504971027374,4,,,,,,,,,,
599,,4,0.48466256260871887,0.10598702728748322,0.5763670206069946,0.5340367555618286,0.8950020670890808,,,,,
600,,5,,,,,,0.8950020670890808,0.10598702728748322,0.5340367555618286,0.5763670206069946,0.48466256260871887
