epoch,step,train_loss,val_loss,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_qa_sas,test_loss
0,9,0.1125195175409317,,,,,,
0,19,0.11855804175138474,,,,,,
0,29,0.08940307796001434,,,,,,
0,39,0.07303054630756378,,,,,,
0,49,0.06294513493776321,,,,,,
0,59,0.051938991993665695,,,,,,
0,69,0.056543078273534775,,,,,,
0,79,0.05833221226930618,,,,,,
0,89,0.05976778268814087,,,,,,
0,99,0.05334029719233513,,,,,,
0,109,0.05750696733593941,,,,,,
0,119,0.05499458312988281,,,,,,
0,129,0.06422142684459686,,,,,,
0,139,0.06441867351531982,,,,,,
0,149,0.049205631017684937,,,,,,
0,159,0.043589673936367035,,,,,,
0,169,0.0709361732006073,,,,,,
0,179,0.04596975818276405,,,,,,
0,186,,0.1126084178686142,0.8255079388618469,0.16230367124080658,0.23717433214187622,0.33871036767959595,
1,189,0.048177920281887054,,,,,,
1,199,0.0452066995203495,,,,,,
1,209,0.0959068313241005,,,,,,
1,219,0.043684039264917374,,,,,,
1,229,0.040566038340330124,,,,,,
1,239,0.03396599367260933,,,,,,
1,249,0.05449475720524788,,,,,,
1,259,0.04501677677035332,,,,,,
1,269,0.08045779168605804,,,,,,
1,279,0.05258796736598015,,,,,,
1,289,0.04349128529429436,,,,,,
1,299,0.0699358880519867,,,,,,
1,309,0.05050629749894142,,,,,,
1,319,0.06702803075313568,,,,,,
1,329,0.05079728364944458,,,,,,
1,339,0.0765908733010292,,,,,,
1,349,0.05125042423605919,,,,,,
1,359,0.0652114674448967,,,,,,
1,369,0.059629518538713455,,,,,,
1,373,,0.11203970015048981,0.8318755030632019,0.18324607610702515,0.259891539812088,0.3580309748649597,
2,379,0.0461231954395771,,,,,,
2,389,0.07347642630338669,,,,,,
2,399,0.04460364207625389,,,,,,
2,409,0.03933791071176529,,,,,,
2,419,0.03747136890888214,,,,,,
2,429,0.0632874146103859,,,,,,
2,439,0.04706863686442375,,,,,,
2,449,0.04664996638894081,,,,,,
2,459,0.04905929043889046,,,,,,
2,469,0.049690596759319305,,,,,,
2,479,0.0445079505443573,,,,,,
2,489,0.06643551588058472,,,,,,
2,499,0.06584886461496353,,,,,,
2,509,0.04940708726644516,,,,,,
2,519,0.0435856431722641,,,,,,
2,529,0.030666600912809372,,,,,,
2,539,0.03741572052240372,,,,,,
2,549,0.0501907616853714,,,,,,
2,559,0.042663026601076126,,,,,,
2,560,,0.12229526787996292,0.832815945148468,0.1884816735982895,0.2648274004459381,0.3601659834384918,
3,569,0.061412300914525986,,,,,,
3,579,0.03845643252134323,,,,,,
3,589,0.04761695861816406,,,,,,
3,599,0.05339010804891586,,,,,,
3,609,0.03123589977622032,,,,,,
3,619,0.0440964475274086,,,,,,
3,629,0.05637581646442413,,,,,,
3,639,0.04205116629600525,,,,,,
3,649,0.04681602120399475,,,,,,
3,659,0.02122873067855835,,,,,,
3,669,0.045859407633543015,,,,,,
3,679,0.06479299068450928,,,,,,
3,689,0.0490381084382534,,,,,,
3,699,0.0624363012611866,,,,,,
3,709,0.0473346933722496,,,,,,
3,719,0.05191555619239807,,,,,,
3,729,0.02734038047492504,,,,,,
3,739,0.03271360322833061,,,,,,
3,747,,0.16470535099506378,0.8362013101577759,0.20680628716945648,0.28002646565437317,0.3725228011608124,
4,749,0.03327380493283272,,,,,,
4,759,0.030283844098448753,,,,,,
4,769,0.029629865661263466,,,,,,
4,779,0.029088664799928665,,,,,,
4,789,0.058746855705976486,,,,,,
4,799,0.022863542661070824,,,,,,
4,809,0.030154261738061905,,,,,,
4,819,0.033394601196050644,,,,,,
4,829,0.02851312980055809,,,,,,
4,839,0.031193984672427177,,,,,,
4,849,0.026488425210118294,,,,,,
4,859,0.02210407704114914,,,,,,
4,869,0.013918970711529255,,,,,,
4,879,0.018788587301969528,,,,,,
4,889,0.010343242436647415,,,,,,
4,899,0.018038665875792503,,,,,,
4,909,0.028839251026511192,,,,,,
4,919,0.0334150493144989,,,,,,
4,929,0.020647231489419937,,,,,,
4,934,,0.2973005175590515,0.8404509425163269,0.2225130945444107,0.2966940701007843,0.3805396556854248,
5,935,,,,,,,0.2973005175590515
