train_loss,epoch,step,val_qa_sas,val_qa_bert_score,val_qa_em,val_qa_answer_f1,val_loss,test_loss
0.8501698970794678,0,9,,,,,,
0.4514225423336029,0,19,,,,,,
0.5450379252433777,0,29,,,,,,
0.2951659858226776,0,39,,,,,,
0.8484345078468323,0,49,,,,,,
0.7249988913536072,0,59,,,,,,
0.267408162355423,0,69,,,,,,
0.18186093866825104,0,79,,,,,,
0.35738012194633484,0,89,,,,,,
0.6248869895935059,0,99,,,,,,
0.45281392335891724,0,109,,,,,,
0.7191831469535828,0,119,,,,,,
0.6401799917221069,0,129,,,,,,
0.6503821015357971,0,139,,,,,,
0.3905622065067291,0,149,,,,,,
0.12770622968673706,0,159,,,,,,
0.4425055980682373,0,169,,,,,,
0.6915643215179443,0,179,,,,,,
0.7525086998939514,0,189,,,,,,
0.7535650730133057,0,199,,,,,,
0.1277012825012207,0,209,,,,,,
0.6158754229545593,0,219,,,,,,
0.14402173459529877,0,229,,,,,,
0.23111647367477417,0,239,,,,,,
0.4503527581691742,0,249,,,,,,
0.5339467525482178,0,259,,,,,,
0.27466288208961487,0,269,,,,,,
0.21970321238040924,0,279,,,,,,
1.2599053382873535,0,289,,,,,,
0.30325770378112793,0,299,,,,,,
1.1577497720718384,0,309,,,,,,
0.1018938273191452,0,319,,,,,,
0.33034107089042664,0,329,,,,,,
0.2754347324371338,0,339,,,,,,
0.6030818819999695,0,349,,,,,,
0.144307479262352,0,359,,,,,,
0.37224283814430237,0,369,,,,,,
,0,374,0.6662725210189819,0.8913549780845642,0.5260869860649109,0.6417018175125122,0.08737818151712418,
0.7973154783248901,1,379,,,,,,
0.3223488926887512,1,389,,,,,,
0.14460578560829163,1,399,,,,,,
0.3238511085510254,1,409,,,,,,
0.10557875782251358,1,419,,,,,,
0.12127523869276047,1,429,,,,,,
0.03481735289096832,1,439,,,,,,
0.7605692744255066,1,449,,,,,,
0.19253751635551453,1,459,,,,,,
0.1960860788822174,1,469,,,,,,
0.18198052048683167,1,479,,,,,,
0.39836305379867554,1,489,,,,,,
0.42396080493927,1,499,,,,,,
0.22147056460380554,1,509,,,,,,
0.630133330821991,1,519,,,,,,
0.19510199129581451,1,529,,,,,,
0.056373320519924164,1,539,,,,,,
0.18120330572128296,1,549,,,,,,
0.3682654798030853,1,559,,,,,,
0.29621708393096924,1,569,,,,,,
0.13420900702476501,1,579,,,,,,
0.1499052792787552,1,589,,,,,,
0.15200719237327576,1,599,,,,,,
0.0542508028447628,1,609,,,,,,
0.04035346582531929,1,619,,,,,,
0.17368894815444946,1,629,,,,,,
0.16893136501312256,1,639,,,,,,
0.3289462924003601,1,649,,,,,,
0.3373408317565918,1,659,,,,,,
0.6547472476959229,1,669,,,,,,
0.10666118562221527,1,679,,,,,,
0.05286090821027756,1,689,,,,,,
0.16944046318531036,1,699,,,,,,
0.26263973116874695,1,709,,,,,,
0.13259537518024445,1,719,,,,,,
0.25141727924346924,1,729,,,,,,
0.05258225277066231,1,739,,,,,,
0.004887714982032776,1,749,,,,,,
,1,749,0.670290470123291,0.8958799839019775,0.530434787273407,0.6453253030776978,0.07913098484277725,
0.06774351745843887,2,759,,,,,,
0.052243322134017944,2,769,,,,,,
0.07039497047662735,2,779,,,,,,
0.10157988965511322,2,789,,,,,,
0.17703410983085632,2,799,,,,,,
0.172469824552536,2,809,,,,,,
0.02759006805717945,2,819,,,,,,
0.23492549359798431,2,829,,,,,,
0.035702649503946304,2,839,,,,,,
0.05440131574869156,2,849,,,,,,
0.026964345946907997,2,859,,,,,,
0.07654514163732529,2,869,,,,,,
0.03095134161412716,2,879,,,,,,
0.042281102389097214,2,889,,,,,,
0.07012654095888138,2,899,,,,,,
0.052657391875982285,2,909,,,,,,
0.08447473496198654,2,919,,,,,,
0.031449317932128906,2,929,,,,,,
0.05109236761927605,2,939,,,,,,
0.07040710002183914,2,949,,,,,,
0.08422573655843735,2,959,,,,,,
0.0960390567779541,2,969,,,,,,
0.1930263340473175,2,979,,,,,,
0.12252526730298996,2,989,,,,,,
0.12637080252170563,2,999,,,,,,
0.016447007656097412,2,1009,,,,,,
0.10161914676427841,2,1019,,,,,,
0.0782296359539032,2,1029,,,,,,
0.024067386984825134,2,1039,,,,,,
0.05572360008955002,2,1049,,,,,,
0.01342254038900137,2,1059,,,,,,
0.0748557522892952,2,1069,,,,,,
0.026867151260375977,2,1079,,,,,,
0.07641533762216568,2,1089,,,,,,
0.021494608372449875,2,1099,,,,,,
0.13844998180866241,2,1109,,,,,,
0.26371458172798157,2,1119,,,,,,
,2,1124,0.6579561829566956,0.8898184299468994,0.4956521689891815,0.6269850730895996,0.09537038952112198,
0.22252655029296875,3,1129,,,,,,
0.10275150090456009,3,1139,,,,,,
0.021478205919265747,3,1149,,,,,,
0.08904005587100983,3,1159,,,,,,
0.03255743905901909,3,1169,,,,,,
0.06210430711507797,3,1179,,,,,,
0.008735105395317078,3,1189,,,,,,
0.1529902070760727,3,1199,,,,,,
0.020874882116913795,3,1209,,,,,,
0.0487508662045002,3,1219,,,,,,
0.006022774148732424,3,1229,,,,,,
0.05474559962749481,3,1239,,,,,,
0.024050666019320488,3,1249,,,,,,
0.020300382748246193,3,1259,,,,,,
0.14998742938041687,3,1269,,,,,,
0.038844309747219086,3,1279,,,,,,
0.004985674284398556,3,1289,,,,,,
0.03955159708857536,3,1299,,,,,,
0.0961030051112175,3,1309,,,,,,
0.06302040815353394,3,1319,,,,,,
0.010594325140118599,3,1329,,,,,,
0.05529991537332535,3,1339,,,,,,
0.030900657176971436,3,1349,,,,,,
0.003503559622913599,3,1359,,,,,,
0.007738245651125908,3,1369,,,,,,
0.00461996253579855,3,1379,,,,,,
0.027542781084775925,3,1389,,,,,,
0.09411046653985977,3,1399,,,,,,
0.011185281910002232,3,1409,,,,,,
0.1512327939271927,3,1419,,,,,,
0.021693231537938118,3,1429,,,,,,
0.007107506040483713,3,1439,,,,,,
0.00836137030273676,3,1449,,,,,,
0.02905031107366085,3,1459,,,,,,
0.0225975401699543,3,1469,,,,,,
0.004464033525437117,3,1479,,,,,,
0.004985390231013298,3,1489,,,,,,
0.00023046632122714072,3,1499,,,,,,
,3,1499,0.673864483833313,0.8935738801956177,0.52173912525177,0.6465073227882385,0.10717391967773438,
0.003759506857022643,4,1509,,,,,,
0.008955945260822773,4,1519,,,,,,
0.004849528428167105,4,1529,,,,,,
0.013495523482561111,4,1539,,,,,,
0.05587359145283699,4,1549,,,,,,
0.05401655286550522,4,1559,,,,,,
0.00196601590141654,4,1569,,,,,,
0.023079611361026764,4,1579,,,,,,
0.0030014917720109224,4,1589,,,,,,
0.002426016377285123,4,1599,,,,,,
0.005229174625128508,4,1609,,,,,,
0.005296581890434027,4,1619,,,,,,
0.003634848864749074,4,1629,,,,,,
0.005994988605380058,4,1639,,,,,,
0.005447354633361101,4,1649,,,,,,
0.00592878507450223,4,1659,,,,,,
0.005752556957304478,4,1669,,,,,,
0.0034355090465396643,4,1679,,,,,,
0.002028636634349823,4,1689,,,,,,
0.005445624236017466,4,1699,,,,,,
0.003132783342152834,4,1709,,,,,,
0.0058740670792758465,4,1719,,,,,,
0.01699570193886757,4,1729,,,,,,
0.017199436202645302,4,1739,,,,,,
0.05208171159029007,4,1749,,,,,,
0.0004104295512661338,4,1759,,,,,,
0.011731117963790894,4,1769,,,,,,
0.002956230426207185,4,1779,,,,,,
0.003240251215174794,4,1789,,,,,,
0.004892158322036266,4,1799,,,,,,
0.002571327378973365,4,1809,,,,,,
0.004397858865559101,4,1819,,,,,,
0.0026340640615671873,4,1829,,,,,,
0.008791904896497726,4,1839,,,,,,
0.00337505922652781,4,1849,,,,,,
0.06690143793821335,4,1859,,,,,,
0.028103061020374298,4,1869,,,,,,
,4,1874,0.6641561388969421,0.890962541103363,0.508695662021637,0.6355853080749512,0.11555086076259613,
,5,1875,,,,,,0.11555086076259613
