epoch,train_loss,step,val_qa_answer_f1,val_qa_em,val_qa_bert_score,val_qa_sas,val_loss,test_loss
0,0.5401804447174072,9,,,,,,
0,0.6012908220291138,19,,,,,,
0,0.46066221594810486,29,,,,,,
0,0.2562660276889801,39,,,,,,
0,0.33650511503219604,49,,,,,,
0,0.48455744981765747,59,,,,,,
0,0.41062018275260925,69,,,,,,
0,0.5932409167289734,79,,,,,,
0,0.5636023879051208,89,,,,,,
0,0.4208713471889496,99,,,,,,
0,,99,0.5610689520835876,0.42276424169540405,0.8603584170341492,0.5721518993377686,0.33793821930885315,
1,0.19706930220127106,109,,,,,,
1,0.0797639712691307,119,,,,,,
1,0.7732733488082886,129,,,,,,
1,0.3338223397731781,139,,,,,,
1,0.40126150846481323,149,,,,,,
1,0.7104408740997314,159,,,,,,
1,0.4015200436115265,169,,,,,,
1,0.5954377055168152,179,,,,,,
1,0.6727594137191772,189,,,,,,
1,0.3167041838169098,199,,,,,,
1,,199,0.5861043930053711,0.46341463923454285,0.8663852214813232,0.5977330803871155,0.31904223561286926,
2,0.11839468777179718,209,,,,,,
2,0.051883671432733536,219,,,,,,
2,0.49078357219696045,229,,,,,,
2,0.22146910429000854,239,,,,,,
2,0.17974631488323212,249,,,,,,
2,0.4505845904350281,259,,,,,,
2,0.1929115355014801,269,,,,,,
2,0.26755017042160034,279,,,,,,
2,0.4882708787918091,289,,,,,,
2,0.2001999467611313,299,,,,,,
2,,299,0.5976991057395935,0.4674796760082245,0.8701701164245605,0.609893798828125,0.3199666738510132,
3,0.06758353859186172,309,,,,,,
3,0.02697705663740635,319,,,,,,
3,0.33947667479515076,329,,,,,,
3,0.17219588160514832,339,,,,,,
3,0.07002086192369461,349,,,,,,
3,0.3026912212371826,359,,,,,,
3,0.08940519392490387,369,,,,,,
3,0.11916110664606094,379,,,,,,
3,0.3584689497947693,389,,,,,,
3,0.11761204153299332,399,,,,,,
3,,399,0.6054282188415527,0.48373982310295105,0.8735181093215942,0.6152060627937317,0.32677197456359863,
4,0.0372190959751606,409,,,,,,
4,0.013214911334216595,419,,,,,,
4,0.2294233739376068,429,,,,,,
4,0.13174675405025482,439,,,,,,
4,0.03241539001464844,449,,,,,,
4,0.18237581849098206,459,,,,,,
4,0.04776773974299431,469,,,,,,
4,0.04877603054046631,479,,,,,,
4,0.23311854898929596,489,,,,,,
4,0.0701284185051918,499,,,,,,
4,,499,0.6002323627471924,0.48373982310295105,0.8719521164894104,0.6172686219215393,0.3442225754261017,
5,,500,,,,,,0.3442225754261017
