train_loss,step,epoch,val_qa_bert_score,val_qa_sas,val_qa_answer_f1,val_qa_em,val_loss,test_avg_qa_answer_f1,test_loss,test_avg_qa_bert_score,test_avg_qa_sas,test_avg_qa_em
0.38295528292655945,9,0,,,,,,,,,,
0.23746895790100098,19,0,,,,,,,,,,
0.18841981887817383,29,0,,,,,,,,,,
0.15568500757217407,39,0,,,,,,,,,,
0.08550983667373657,49,0,,,,,,,,,,
0.1301925778388977,59,0,,,,,,,,,,
0.09610778093338013,69,0,,,,,,,,,,
0.10753002762794495,79,0,,,,,,,,,,
0.1266595870256424,89,0,,,,,,,,,,
,96,0,0.9386948347091675,0.7399786114692688,0.7145264148712158,0.693498432636261,0.0680515468120575,,,,,
0.06183932349085808,99,1,,,,,,,,,,
0.2655785381793976,109,1,,,,,,,,,,
0.32216978073120117,119,1,,,,,,,,,,
0.06432925909757614,129,1,,,,,,,,,,
0.11584968864917755,139,1,,,,,,,,,,
0.08955802768468857,149,1,,,,,,,,,,
0.07129345089197159,159,1,,,,,,,,,,
0.0612909235060215,169,1,,,,,,,,,,
0.1308002471923828,179,1,,,,,,,,,,
0.0631997287273407,189,1,,,,,,,,,,
,193,1,0.9514625072479248,0.7895042896270752,0.7726883292198181,0.7554179430007935,0.05063605681061745,,,,,
0.09269668906927109,199,2,,,,,,,,,,
0.05545111745595932,209,2,,,,,,,,,,
0.03774826601147652,219,2,,,,,,,,,,
0.06658606976270676,229,2,,,,,,,,,,
0.07292545586824417,239,2,,,,,,,,,,
0.13447898626327515,249,2,,,,,,,,,,
0.04417834430932999,259,2,,,,,,,,,,
0.1253180056810379,269,2,,,,,,,,,,
0.03047734871506691,279,2,,,,,,,,,,
0.04496221989393234,289,2,,,,,,,,,,
,290,2,0.9581681489944458,0.812313973903656,0.8018344640731812,0.7863777279853821,0.04698454588651657,,,,,
0.04325898736715317,299,3,,,,,,,,,,
0.040285397320985794,309,3,,,,,,,,,,
0.060084301978349686,319,3,,,,,,,,,,
0.06422460824251175,329,3,,,,,,,,,,
0.08521070331335068,339,3,,,,,,,,,,
0.04612903669476509,349,3,,,,,,,,,,
0.09301977604627609,359,3,,,,,,,,,,
0.034317221492528915,369,3,,,,,,,,,,
0.2818090617656708,379,3,,,,,,,,,,
,387,3,0.9594396948814392,0.8198474645614624,0.810876727104187,0.7956656217575073,0.045546453446149826,,,,,
0.06132595241069794,389,4,,,,,,,,,,
0.05622794106602669,399,4,,,,,,,,,,
0.041695013642311096,409,4,,,,,,,,,,
0.0296967551112175,419,4,,,,,,,,,,
0.031697746366262436,429,4,,,,,,,,,,
0.05476413667201996,439,4,,,,,,,,,,
0.0462418794631958,449,4,,,,,,,,,,
0.03500422090291977,459,4,,,,,,,,,,
0.039760008454322815,469,4,,,,,,,,,,
0.18907582759857178,479,4,,,,,,,,,,
,484,4,0.9591028094291687,0.8189406394958496,0.8073210716247559,0.792569637298584,0.04199429973959923,,,,,
,485,5,,,,,,0.8073210716247559,0.04199429973959923,0.9591028094291687,0.8189406394958496,0.792569637298584
