step,epoch,train_loss,val_qa_sas,val_qa_em,val_qa_bert_score,val_loss,val_qa_answer_f1,test_loss
9,0,0.12192603945732117,,,,,,
19,0,0.08156158030033112,,,,,,
29,0,0.07720477879047394,,,,,,
39,0,0.062210746109485626,,,,,,
49,0,0.06203789636492729,,,,,,
59,0,0.047379352152347565,,,,,,
69,0,0.04789096862077713,,,,,,
79,0,0.09064074605703354,,,,,,
89,0,0.07081515341997147,,,,,,
99,0,0.04770386219024658,,,,,,
109,0,0.05407603457570076,,,,,,
119,0,0.07026123255491257,,,,,,
129,0,0.05394361913204193,,,,,,
139,0,0.05515722557902336,,,,,,
149,0,0.08308835327625275,,,,,,
159,0,0.059465739876031876,,,,,,
169,0,0.0630900114774704,,,,,,
179,0,0.05965353548526764,,,,,,
189,0,0.0579710453748703,,,,,,
199,0,0.03343000262975693,,,,,,
209,0,0.038567207753658295,,,,,,
219,0,0.0776519849896431,,,,,,
229,0,0.06538648903369904,,,,,,
236,0,,0.3718017339706421,0.21011672914028168,0.8333832025527954,0.09487118571996689,0.28454527258872986,
239,1,0.05887855961918831,,,,,,
249,1,0.044480010867118835,,,,,,
259,1,0.06575798988342285,,,,,,
269,1,0.0610942617058754,,,,,,
279,1,0.04963393881917,,,,,,
289,1,0.04496106877923012,,,,,,
299,1,0.058641210198402405,,,,,,
309,1,0.05395181477069855,,,,,,
319,1,0.05621213838458061,,,,,,
329,1,0.05066091939806938,,,,,,
339,1,0.05522445961833,,,,,,
349,1,0.05727645382285118,,,,,,
359,1,0.07221860438585281,,,,,,
369,1,0.04380407556891441,,,,,,
379,1,0.037245459854602814,,,,,,
389,1,0.05872838944196701,,,,,,
399,1,0.04311976954340935,,,,,,
409,1,0.05004532262682915,,,,,,
419,1,0.0545940101146698,,,,,,
429,1,0.06757356971502304,,,,,,
439,1,0.04446582868695259,,,,,,
449,1,0.07546208053827286,,,,,,
459,1,0.05869714170694351,,,,,,
469,1,0.05898824334144592,,,,,,
473,1,,0.38018301129341125,0.2159533053636551,0.8392890691757202,0.11501171439886093,0.2919153571128845,
479,2,0.06822130084037781,,,,,,
489,2,0.04092588275671005,,,,,,
499,2,0.04401560127735138,,,,,,
509,2,0.04262296110391617,,,,,,
519,2,0.040806274861097336,,,,,,
529,2,0.053071748465299606,,,,,,
539,2,0.049577150493860245,,,,,,
549,2,0.04659659042954445,,,,,,
559,2,0.03808768093585968,,,,,,
569,2,0.038057442754507065,,,,,,
579,2,0.045456673949956894,,,,,,
589,2,0.051602426916360855,,,,,,
599,2,0.03349485248327255,,,,,,
609,2,0.03565651550889015,,,,,,
619,2,0.03570326790213585,,,,,,
629,2,0.045141126960515976,,,,,,
639,2,0.0463225319981575,,,,,,
649,2,0.04365748539566994,,,,,,
659,2,0.06787506490945816,,,,,,
669,2,0.03861236572265625,,,,,,
679,2,0.0573267824947834,,,,,,
689,2,0.06414838880300522,,,,,,
699,2,0.04605618119239807,,,,,,
709,2,0.03767354413866997,,,,,,
710,2,,0.3801467716693878,0.21984435617923737,0.8405956625938416,0.11845571547746658,0.29309704899787903,
719,3,0.04660956934094429,,,,,,
729,3,0.031583577394485474,,,,,,
739,3,0.03252323344349861,,,,,,
749,3,0.0491345189511776,,,,,,
759,3,0.06314744055271149,,,,,,
769,3,0.06230396404862404,,,,,,
779,3,0.05024397000670433,,,,,,
789,3,0.04126676172018051,,,,,,
799,3,0.04915740340948105,,,,,,
809,3,0.03092665784060955,,,,,,
819,3,0.05768272653222084,,,,,,
829,3,0.02973613515496254,,,,,,
839,3,0.030904846265912056,,,,,,
849,3,0.03512953594326973,,,,,,
859,3,0.036534685641527176,,,,,,
869,3,0.03593238815665245,,,,,,
879,3,0.03160882368683815,,,,,,
889,3,0.03293738514184952,,,,,,
899,3,0.04174109175801277,,,,,,
909,3,0.038653213530778885,,,,,,
919,3,0.029561210423707962,,,,,,
929,3,0.02295357920229435,,,,,,
939,3,0.039898212999105453,,,,,,
947,3,,0.3895514905452728,0.24319066107273102,0.8444197773933411,0.14154276251792908,0.31217584013938904,
949,4,0.03577287122607231,,,,,,
959,4,0.036869168281555176,,,,,,
969,4,0.03661592677235603,,,,,,
979,4,0.04042822867631912,,,,,,
989,4,0.03053245134651661,,,,,,
999,4,0.03430292755365372,,,,,,
1009,4,0.01719452254474163,,,,,,
1019,4,0.03007959946990013,,,,,,
1029,4,0.03742901235818863,,,,,,
1039,4,0.028825916349887848,,,,,,
1049,4,0.03475474566221237,,,,,,
1059,4,0.024048952385783195,,,,,,
1069,4,0.023914741352200508,,,,,,
1079,4,0.037671152502298355,,,,,,
1089,4,0.02513417974114418,,,,,,
1099,4,0.022550459951162338,,,,,,
1109,4,0.029850469902157784,,,,,,
1119,4,0.018764274194836617,,,,,,
1129,4,0.03647993132472038,,,,,,
1139,4,0.028569599613547325,,,,,,
1149,4,0.007139827590435743,,,,,,
1159,4,0.010524170473217964,,,,,,
1169,4,0.007777894381433725,,,,,,
1179,4,0.013001808896660805,,,,,,
1184,4,,0.3942553699016571,0.2509727478027344,0.845224142074585,0.2921552360057831,0.31985172629356384,
1185,5,,,,,,,0.2921552360057831
